,T,NT,stimuli,greedy,action,action*,reward,q,epsilon,alpha,chose_big,fixed_action
1182,1183,1,"[0.57, 0.47]",1,1,0,0.57,"[[0.31  0.534]
 [0.026 0.234]
 [0.663 0.62 ]]",0.0,0.9,1,0
1183,1184,2,"[0.27, 0.17]",1,1,1,0.27,"[[0.31  0.566]
 [0.026 0.234]
 [0.663 0.62 ]]",0.0,0.9,1,0
1184,1185,1,"[0.34, 0.44]",1,1,0,0.44,"[[0.31  0.566]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1185,1186,2,"[0.14, 0.04]",1,1,1,0.14,"[[0.31  0.453]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1186,1187,1,"[0.37, 0.47]",1,1,0,0.47,"[[0.31  0.453]
 [0.026 0.153]
 [0.663 0.62 ]]",0.0,0.9,1,0
1187,1188,2,"[0.17, 0.07]",1,1,1,0.17,"[[0.31  0.468]
 [0.026 0.153]
 [0.663 0.62 ]]",0.0,0.9,1,0
1188,1189,1,"[0.57, 0.67]",1,1,0,0.67,"[[0.31  0.468]
 [0.026 0.168]
 [0.663 0.62 ]]",0.0,0.9,1,0
1189,1190,2,"[0.37, 0.27]",1,1,1,0.37,"[[0.31  0.65 ]
 [0.026 0.168]
 [0.663 0.62 ]]",0.0,0.9,1,0
1190,1191,1,"[0.48, 0.38]",1,1,0,0.48,"[[0.31  0.65 ]
 [0.026 0.35 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1191,1192,2,"[0.08, 0.18]",1,1,1,0.18,"[[0.31  0.497]
 [0.026 0.35 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1192,1193,1,"[0.46, 0.56]",1,1,0,0.56,"[[0.31  0.497]
 [0.026 0.197]
 [0.663 0.62 ]]",0.0,0.9,1,0
1193,1194,2,"[0.26, 0.16]",1,1,1,0.26,"[[0.31  0.554]
 [0.026 0.197]
 [0.663 0.62 ]]",0.0,0.9,1,0
1194,1195,1,"[0.52, 0.42]",1,1,0,0.52,"[[0.31  0.554]
 [0.026 0.254]
 [0.663 0.62 ]]",0.0,0.9,1,0
1195,1196,2,"[0.12, 0.22]",1,1,1,0.22,"[[0.31  0.523]
 [0.026 0.254]
 [0.663 0.62 ]]",0.0,0.9,1,0
1196,1197,1,"[0.64, 0.54]",1,1,0,0.64,"[[0.31  0.523]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
1197,1198,2,"[0.24, 0.34]",1,1,1,0.34,"[[0.31  0.628]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
1198,1199,1,"[0.61, 0.51]",1,1,0,0.61,"[[0.31  0.628]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1199,1200,2,"[0.31, 0.21]",1,1,1,0.31,"[[0.31  0.612]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1200,1201,1,"[0.445, 0.595]",1,1,0,0.595,"[[0.31  0.612]
 [0.026 0.312]
 [0.663 0.62 ]]",0.0,0.9,1,0
1201,1202,2,"[0.145, 0.295]",1,1,1,0.295,"[[0.31  0.597]
 [0.026 0.312]
 [0.663 0.62 ]]",0.0,0.9,1,0
1202,1203,1,"[0.475, 0.325]",1,1,0,0.475,"[[0.31  0.597]
 [0.026 0.297]
 [0.663 0.62 ]]",0.0,0.9,1,0
1203,1204,2,"[0.175, 0.025]",1,1,1,0.175,"[[0.31  0.487]
 [0.026 0.297]
 [0.663 0.62 ]]",0.0,0.9,1,0
1204,1205,1,"[0.575, 0.425]",1,1,0,0.575,"[[0.31  0.487]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
1205,1206,2,"[0.275, 0.125]",1,1,1,0.275,"[[0.31  0.566]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
1206,1207,1,"[0.635, 0.485]",1,1,0,0.635,"[[0.31  0.566]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1207,1208,2,"[0.185, 0.335]",1,1,1,0.335,"[[0.31  0.628]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1208,1209,1,"[0.325, 0.475]",1,1,0,0.475,"[[0.31  0.628]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1209,1210,2,"[0.025, 0.175]",1,1,1,0.175,"[[0.31  0.49 ]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1210,1211,1,"[0.655, 0.505]",1,1,0,0.655,"[[0.31  0.49 ]
 [0.026 0.19 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1211,1212,2,"[0.355, 0.205]",1,1,1,0.355,"[[0.31  0.639]
 [0.026 0.19 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1212,1213,1,"[0.415, 0.565]",1,1,0,0.565,"[[0.31  0.639]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
1213,1214,2,"[0.265, 0.115]",1,1,1,0.265,"[[0.31  0.572]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
1214,1215,1,"[0.515, 0.665]",1,1,0,0.665,"[[0.31  0.572]
 [0.026 0.272]
 [0.663 0.62 ]]",0.0,0.9,1,0
1215,1216,2,"[0.365, 0.215]",1,1,1,0.365,"[[0.31  0.656]
 [0.026 0.272]
 [0.663 0.62 ]]",0.0,0.9,1,0
1216,1217,1,"[0.335, 0.485]",1,1,0,0.485,"[[0.31  0.656]
 [0.026 0.356]
 [0.663 0.62 ]]",0.0,0.9,1,0
1217,1218,2,"[0.035, 0.185]",1,1,1,0.185,"[[0.31  0.502]
 [0.026 0.356]
 [0.663 0.62 ]]",0.0,0.9,1,0
1218,1219,1,"[0.335, 0.485]",1,1,0,0.485,"[[0.31  0.502]
 [0.026 0.202]
 [0.663 0.62 ]]",0.0,0.9,1,0
1219,1220,2,"[0.035, 0.185]",1,1,1,0.185,"[[0.31  0.487]
 [0.026 0.202]
 [0.663 0.62 ]]",0.0,0.9,1,0
1220,1221,1,"[0.535, 0.385]",1,1,0,0.535,"[[0.31  0.487]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
1221,1222,2,"[0.235, 0.085]",1,1,1,0.235,"[[0.31  0.53 ]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
1222,1223,1,"[0.415, 0.565]",1,1,0,0.565,"[[0.31  0.53 ]
 [0.026 0.23 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1223,1224,2,"[0.115, 0.265]",1,1,1,0.265,"[[0.31  0.562]
 [0.026 0.23 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1224,1225,1,"[0.525, 0.375]",1,1,0,0.525,"[[0.31  0.562]
 [0.026 0.262]
 [0.663 0.62 ]]",0.0,0.9,1,0
1225,1226,2,"[0.225, 0.075]",1,1,1,0.225,"[[0.31  0.529]
 [0.026 0.262]
 [0.663 0.62 ]]",0.0,0.9,1,0
1226,1227,1,"[0.475, 0.325]",1,1,0,0.475,"[[0.31  0.529]
 [0.026 0.229]
 [0.663 0.62 ]]",0.0,0.9,1,0
1227,1228,2,"[0.175, 0.025]",1,1,1,0.175,"[[0.31  0.48 ]
 [0.026 0.229]
 [0.663 0.62 ]]",0.0,0.9,1,0
1228,1229,1,"[0.405, 0.555]",1,1,0,0.555,"[[0.31  0.48 ]
 [0.026 0.18 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1229,1230,2,"[0.105, 0.255]",1,1,1,0.255,"[[0.31  0.548]
 [0.026 0.18 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1230,1231,1,"[0.425, 0.575]",1,1,0,0.575,"[[0.31  0.548]
 [0.026 0.248]
 [0.663 0.62 ]]",0.0,0.9,1,0
1231,1232,2,"[0.275, 0.125]",1,1,1,0.275,"[[0.31  0.572]
 [0.026 0.248]
 [0.663 0.62 ]]",0.0,0.9,1,0
1232,1233,1,"[0.505, 0.655]",1,1,0,0.655,"[[0.31  0.572]
 [0.026 0.272]
 [0.663 0.62 ]]",0.0,0.9,1,0
1233,1234,2,"[0.355, 0.205]",1,1,1,0.355,"[[0.31  0.647]
 [0.026 0.272]
 [0.663 0.62 ]]",0.0,0.9,1,0
1234,1235,1,"[0.665, 0.515]",1,1,0,0.665,"[[0.31  0.647]
 [0.026 0.347]
 [0.663 0.62 ]]",0.0,0.9,1,0
1235,1236,2,"[0.215, 0.365]",1,1,1,0.365,"[[0.31  0.663]
 [0.026 0.347]
 [0.663 0.62 ]]",0.0,0.9,1,0
1236,1237,1,"[0.355, 0.505]",1,1,0,0.505,"[[0.31  0.663]
 [0.026 0.363]
 [0.663 0.62 ]]",0.0,0.9,1,0
1237,1238,2,"[0.205, 0.055]",1,1,1,0.205,"[[0.31  0.521]
 [0.026 0.363]
 [0.663 0.62 ]]",0.0,0.9,1,0
1238,1239,1,"[0.495, 0.645]",1,1,0,0.645,"[[0.31  0.521]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
1239,1240,2,"[0.195, 0.345]",1,1,1,0.345,"[[0.31  0.633]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
1240,1241,1,"[0.345, 0.495]",1,1,0,0.495,"[[0.31  0.633]
 [0.026 0.333]
 [0.663 0.62 ]]",0.0,0.9,1,0
1241,1242,2,"[0.195, 0.045]",1,1,1,0.195,"[[0.31  0.509]
 [0.026 0.333]
 [0.663 0.62 ]]",0.0,0.9,1,0
1242,1243,1,"[0.645, 0.495]",1,1,0,0.645,"[[0.31  0.509]
 [0.026 0.209]
 [0.663 0.62 ]]",0.0,0.9,1,0
1243,1244,2,"[0.345, 0.195]",1,1,1,0.345,"[[0.31  0.631]
 [0.026 0.209]
 [0.663 0.62 ]]",0.0,0.9,1,0
1244,1245,1,"[0.395, 0.545]",1,1,0,0.545,"[[0.31  0.631]
 [0.026 0.331]
 [0.663 0.62 ]]",0.0,0.9,1,0
1245,1246,2,"[0.245, 0.095]",1,1,1,0.245,"[[0.31  0.554]
 [0.026 0.331]
 [0.663 0.62 ]]",0.0,0.9,1,0
1246,1247,1,"[0.535, 0.385]",1,1,0,0.535,"[[0.31  0.554]
 [0.026 0.254]
 [0.663 0.62 ]]",0.0,0.9,1,0
1247,1248,2,"[0.085, 0.235]",1,1,1,0.235,"[[0.31  0.537]
 [0.026 0.254]
 [0.663 0.62 ]]",0.0,0.9,1,0
1248,1249,1,"[0.505, 0.655]",1,1,0,0.655,"[[0.31  0.537]
 [0.026 0.237]
 [0.663 0.62 ]]",0.0,0.9,1,0
1249,1250,2,"[0.355, 0.205]",1,1,1,0.355,"[[0.31  0.643]
 [0.026 0.237]
 [0.663 0.62 ]]",0.0,0.9,1,0
1250,1251,1,"[0.395, 0.545]",1,1,0,0.545,"[[0.31  0.643]
 [0.026 0.343]
 [0.663 0.62 ]]",0.0,0.9,1,0
1251,1252,2,"[0.245, 0.095]",1,1,1,0.245,"[[0.31  0.555]
 [0.026 0.343]
 [0.663 0.62 ]]",0.0,0.9,1,0
1252,1253,1,"[0.515, 0.665]",1,1,0,0.665,"[[0.31  0.555]
 [0.026 0.255]
 [0.663 0.62 ]]",0.0,0.9,1,0
1253,1254,2,"[0.215, 0.365]",1,1,1,0.365,"[[0.31  0.654]
 [0.026 0.255]
 [0.663 0.62 ]]",0.0,0.9,1,0
1254,1255,1,"[0.575, 0.425]",1,1,0,0.575,"[[0.31  0.654]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
1255,1256,2,"[0.125, 0.275]",1,1,1,0.275,"[[0.31  0.583]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
1256,1257,1,"[0.455, 0.605]",1,1,0,0.605,"[[0.31  0.583]
 [0.026 0.283]
 [0.663 0.62 ]]",0.0,0.9,1,0
1257,1258,2,"[0.155, 0.305]",1,1,1,0.305,"[[0.31  0.603]
 [0.026 0.283]
 [0.663 0.62 ]]",0.0,0.9,1,0
1258,1259,1,"[0.415, 0.565]",1,1,0,0.565,"[[0.31  0.603]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
1259,1260,2,"[0.265, 0.115]",1,1,1,0.265,"[[0.31  0.569]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
1260,1261,1,"[0.635, 0.485]",1,1,0,0.635,"[[0.31  0.569]
 [0.026 0.269]
 [0.663 0.62 ]]",0.0,0.9,1,0
1261,1262,2,"[0.185, 0.335]",1,1,1,0.335,"[[0.31  0.628]
 [0.026 0.269]
 [0.663 0.62 ]]",0.0,0.9,1,0
1262,1263,1,"[0.475, 0.325]",1,1,0,0.475,"[[0.31  0.628]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1263,1264,2,"[0.025, 0.175]",1,1,1,0.175,"[[0.31  0.49 ]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1264,1265,1,"[0.555, 0.405]",1,1,0,0.555,"[[0.31  0.49 ]
 [0.026 0.19 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1265,1266,2,"[0.255, 0.105]",1,1,1,0.255,"[[0.31  0.549]
 [0.026 0.19 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1266,1267,1,"[0.525, 0.375]",1,1,0,0.525,"[[0.31  0.549]
 [0.026 0.249]
 [0.663 0.62 ]]",0.0,0.9,1,0
1267,1268,2,"[0.225, 0.075]",1,1,1,0.225,"[[0.31  0.527]
 [0.026 0.249]
 [0.663 0.62 ]]",0.0,0.9,1,0
1268,1269,1,"[0.355, 0.505]",1,1,0,0.505,"[[0.31  0.527]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1269,1270,2,"[0.055, 0.205]",1,1,1,0.205,"[[0.31  0.507]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1270,1271,1,"[0.645, 0.495]",1,1,0,0.645,"[[0.31  0.507]
 [0.026 0.207]
 [0.663 0.62 ]]",0.0,0.9,1,0
1271,1272,2,"[0.345, 0.195]",1,1,1,0.345,"[[0.31  0.631]
 [0.026 0.207]
 [0.663 0.62 ]]",0.0,0.9,1,0
1272,1273,1,"[0.525, 0.375]",1,1,0,0.525,"[[0.31  0.631]
 [0.026 0.331]
 [0.663 0.62 ]]",0.0,0.9,1,0
1273,1274,2,"[0.075, 0.225]",1,1,1,0.225,"[[0.31  0.536]
 [0.026 0.331]
 [0.663 0.62 ]]",0.0,0.9,1,0
1274,1275,1,"[0.545, 0.395]",1,1,0,0.545,"[[0.31  0.536]
 [0.026 0.236]
 [0.663 0.62 ]]",0.0,0.9,1,0
1275,1276,2,"[0.245, 0.095]",1,1,1,0.245,"[[0.31  0.544]
 [0.026 0.236]
 [0.663 0.62 ]]",0.0,0.9,1,0
1276,1277,1,"[0.595, 0.445]",1,1,0,0.595,"[[0.31  0.544]
 [0.026 0.244]
 [0.663 0.62 ]]",0.0,0.9,1,0
1277,1278,2,"[0.295, 0.145]",1,1,1,0.295,"[[0.31  0.59 ]
 [0.026 0.244]
 [0.663 0.62 ]]",0.0,0.9,1,0
1278,1279,1,"[0.455, 0.305]",1,1,0,0.455,"[[0.31  0.59 ]
 [0.026 0.29 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1279,1280,2,"[0.155, 0.005]",1,1,1,0.155,"[[0.31  0.468]
 [0.026 0.29 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1280,1281,1,"[0.415, 0.565]",1,1,0,0.565,"[[0.31  0.468]
 [0.026 0.168]
 [0.663 0.62 ]]",0.0,0.9,1,0
1281,1282,2,"[0.115, 0.265]",1,1,1,0.265,"[[0.31  0.555]
 [0.026 0.168]
 [0.663 0.62 ]]",0.0,0.9,1,0
1282,1283,1,"[0.595, 0.445]",1,1,0,0.595,"[[0.31  0.555]
 [0.026 0.255]
 [0.663 0.62 ]]",0.0,0.9,1,0
1283,1284,2,"[0.295, 0.145]",1,1,1,0.295,"[[0.31  0.591]
 [0.026 0.255]
 [0.663 0.62 ]]",0.0,0.9,1,0
1284,1285,1,"[0.535, 0.685]",1,1,0,0.685,"[[0.31  0.591]
 [0.026 0.291]
 [0.663 0.62 ]]",0.0,0.9,1,0
1285,1286,2,"[0.385, 0.235]",1,1,1,0.385,"[[0.31  0.676]
 [0.026 0.291]
 [0.663 0.62 ]]",0.0,0.9,1,0
1286,1287,1,"[0.455, 0.305]",1,1,0,0.455,"[[0.31  0.676]
 [0.026 0.376]
 [0.663 0.62 ]]",0.0,0.9,1,0
1287,1288,2,"[0.155, 0.005]",1,1,1,0.155,"[[0.31  0.477]
 [0.026 0.376]
 [0.663 0.62 ]]",0.0,0.9,1,0
1288,1289,1,"[0.425, 0.575]",1,1,0,0.575,"[[0.31  0.477]
 [0.026 0.177]
 [0.663 0.62 ]]",0.0,0.9,1,0
1289,1290,2,"[0.125, 0.275]",1,1,1,0.275,"[[0.31  0.565]
 [0.026 0.177]
 [0.663 0.62 ]]",0.0,0.9,1,0
1290,1291,1,"[0.555, 0.405]",1,1,0,0.555,"[[0.31  0.565]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1291,1292,2,"[0.105, 0.255]",1,1,1,0.255,"[[0.31  0.556]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1292,1293,1,"[0.515, 0.365]",1,1,0,0.515,"[[0.31  0.556]
 [0.026 0.256]
 [0.663 0.62 ]]",0.0,0.9,1,0
1293,1294,2,"[0.065, 0.215]",1,1,1,0.215,"[[0.31  0.519]
 [0.026 0.256]
 [0.663 0.62 ]]",0.0,0.9,1,0
1294,1295,1,"[0.415, 0.565]",1,1,0,0.565,"[[0.31  0.519]
 [0.026 0.219]
 [0.663 0.62 ]]",0.0,0.9,1,0
1295,1296,2,"[0.265, 0.115]",1,1,1,0.265,"[[0.31  0.56 ]
 [0.026 0.219]
 [0.663 0.62 ]]",0.0,0.9,1,0
1296,1297,1,"[0.605, 0.455]",1,1,0,0.605,"[[0.31  0.56 ]
 [0.026 0.26 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1297,1298,2,"[0.155, 0.305]",1,1,1,0.305,"[[0.31  0.601]
 [0.026 0.26 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1298,1299,1,"[0.365, 0.515]",1,1,0,0.515,"[[0.31  0.601]
 [0.026 0.301]
 [0.663 0.62 ]]",0.0,0.9,1,0
1299,1300,2,"[0.065, 0.215]",1,1,1,0.215,"[[0.31  0.524]
 [0.026 0.301]
 [0.663 0.62 ]]",0.0,0.9,1,0
1300,1301,1,"[0.685, 0.535]",1,1,0,0.685,"[[0.31  0.524]
 [0.026 0.224]
 [0.663 0.62 ]]",0.0,0.9,1,0
1301,1302,2,"[0.235, 0.385]",1,1,1,0.385,"[[0.31  0.669]
 [0.026 0.224]
 [0.663 0.62 ]]",0.0,0.9,1,0
1302,1303,1,"[0.495, 0.345]",1,1,0,0.495,"[[0.31  0.669]
 [0.026 0.369]
 [0.663 0.62 ]]",0.0,0.9,1,0
1303,1304,2,"[0.045, 0.195]",1,1,1,0.195,"[[0.31  0.512]
 [0.026 0.369]
 [0.663 0.62 ]]",0.0,0.9,1,0
1304,1305,1,"[0.485, 0.335]",1,1,0,0.485,"[[0.31  0.512]
 [0.026 0.212]
 [0.663 0.62 ]]",0.0,0.9,1,0
1305,1306,2,"[0.035, 0.185]",1,1,1,0.185,"[[0.31  0.488]
 [0.026 0.212]
 [0.663 0.62 ]]",0.0,0.9,1,0
1306,1307,1,"[0.305, 0.455]",1,1,0,0.455,"[[0.31  0.488]
 [0.026 0.188]
 [0.663 0.62 ]]",0.0,0.9,1,0
1307,1308,2,"[0.155, 0.005]",1,1,1,0.155,"[[0.31  0.458]
 [0.026 0.188]
 [0.663 0.62 ]]",0.0,0.9,1,0
1308,1309,1,"[0.455, 0.305]",1,1,0,0.455,"[[0.31  0.458]
 [0.026 0.158]
 [0.663 0.62 ]]",0.0,0.9,1,0
1309,1310,2,"[0.155, 0.005]",1,1,1,0.155,"[[0.31  0.455]
 [0.026 0.158]
 [0.663 0.62 ]]",0.0,0.9,1,0
1310,1311,1,"[0.485, 0.335]",1,1,0,0.485,"[[0.31  0.455]
 [0.026 0.155]
 [0.663 0.62 ]]",0.0,0.9,1,0
1311,1312,2,"[0.185, 0.035]",1,1,1,0.185,"[[0.31  0.482]
 [0.026 0.155]
 [0.663 0.62 ]]",0.0,0.9,1,0
1312,1313,1,"[0.485, 0.335]",1,1,0,0.485,"[[0.31  0.482]
 [0.026 0.182]
 [0.663 0.62 ]]",0.0,0.9,1,0
1313,1314,2,"[0.035, 0.185]",1,1,1,0.185,"[[0.31  0.485]
 [0.026 0.182]
 [0.663 0.62 ]]",0.0,0.9,1,0
1314,1315,1,"[0.685, 0.535]",1,1,0,0.685,"[[0.31  0.485]
 [0.026 0.185]
 [0.663 0.62 ]]",0.0,0.9,1,0
1315,1316,2,"[0.385, 0.235]",1,1,1,0.385,"[[0.31  0.665]
 [0.026 0.185]
 [0.663 0.62 ]]",0.0,0.9,1,0
1316,1317,1,"[0.485, 0.335]",1,1,0,0.485,"[[0.31  0.665]
 [0.026 0.365]
 [0.663 0.62 ]]",0.0,0.9,1,0
1317,1318,2,"[0.185, 0.035]",1,1,1,0.185,"[[0.31  0.503]
 [0.026 0.365]
 [0.663 0.62 ]]",0.0,0.9,1,0
1318,1319,1,"[0.385, 0.535]",1,1,0,0.535,"[[0.31  0.503]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
1319,1320,2,"[0.235, 0.085]",1,1,1,0.235,"[[0.31  0.532]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
1320,1321,1,"[0.515, 0.365]",1,1,0,0.515,"[[0.31  0.532]
 [0.026 0.232]
 [0.663 0.62 ]]",0.0,0.9,1,0
1321,1322,2,"[0.065, 0.215]",1,1,1,0.215,"[[0.31  0.517]
 [0.026 0.232]
 [0.663 0.62 ]]",0.0,0.9,1,0
1322,1323,1,"[0.535, 0.685]",1,1,0,0.685,"[[0.31  0.517]
 [0.026 0.217]
 [0.663 0.62 ]]",0.0,0.9,1,0
1323,1324,2,"[0.385, 0.235]",1,1,1,0.385,"[[0.31  0.668]
 [0.026 0.217]
 [0.663 0.62 ]]",0.0,0.9,1,0
1324,1325,1,"[0.445, 0.595]",1,1,0,0.595,"[[0.31  0.668]
 [0.026 0.368]
 [0.663 0.62 ]]",0.0,0.9,1,0
1325,1326,2,"[0.145, 0.295]",1,1,1,0.295,"[[0.31  0.602]
 [0.026 0.368]
 [0.663 0.62 ]]",0.0,0.9,1,0
1326,1327,1,"[0.425, 0.575]",1,1,0,0.575,"[[0.31  0.602]
 [0.026 0.302]
 [0.663 0.62 ]]",0.0,0.9,1,0
1327,1328,2,"[0.125, 0.275]",1,1,1,0.275,"[[0.31  0.578]
 [0.026 0.302]
 [0.663 0.62 ]]",0.0,0.9,1,0
1328,1329,1,"[0.475, 0.625]",1,1,0,0.625,"[[0.31  0.578]
 [0.026 0.278]
 [0.663 0.62 ]]",0.0,0.9,1,0
1329,1330,2,"[0.325, 0.175]",1,1,1,0.325,"[[0.31  0.62 ]
 [0.026 0.278]
 [0.663 0.62 ]]",0.0,0.9,1,0
1330,1331,1,"[0.545, 0.395]",1,1,0,0.545,"[[0.31  0.62 ]
 [0.026 0.32 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1331,1332,2,"[0.245, 0.095]",1,1,1,0.245,"[[0.31  0.553]
 [0.026 0.32 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1332,1333,1,"[0.525, 0.675]",1,1,0,0.675,"[[0.31  0.553]
 [0.026 0.253]
 [0.663 0.62 ]]",0.0,0.9,1,0
1333,1334,2,"[0.225, 0.375]",1,1,1,0.375,"[[0.31  0.663]
 [0.026 0.253]
 [0.663 0.62 ]]",0.0,0.9,1,0
1334,1335,1,"[0.555, 0.405]",1,1,0,0.555,"[[0.31  0.663]
 [0.026 0.363]
 [0.663 0.62 ]]",0.0,0.9,1,0
1335,1336,2,"[0.105, 0.255]",1,1,1,0.255,"[[0.31  0.566]
 [0.026 0.363]
 [0.663 0.62 ]]",0.0,0.9,1,0
1336,1337,1,"[0.575, 0.425]",1,1,0,0.575,"[[0.31  0.566]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1337,1338,2,"[0.275, 0.125]",1,1,1,0.275,"[[0.31  0.574]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1338,1339,1,"[0.465, 0.315]",1,1,0,0.465,"[[0.31  0.574]
 [0.026 0.274]
 [0.663 0.62 ]]",0.0,0.9,1,0
1339,1340,2,"[0.015, 0.165]",1,1,1,0.165,"[[0.31  0.476]
 [0.026 0.274]
 [0.663 0.62 ]]",0.0,0.9,1,0
1340,1341,1,"[0.655, 0.505]",1,1,0,0.655,"[[0.31  0.476]
 [0.026 0.176]
 [0.663 0.62 ]]",0.0,0.9,1,0
1341,1342,2,"[0.205, 0.355]",1,1,1,0.355,"[[0.31  0.637]
 [0.026 0.176]
 [0.663 0.62 ]]",0.0,0.9,1,0
1342,1343,1,"[0.555, 0.405]",1,1,0,0.555,"[[0.31  0.637]
 [0.026 0.337]
 [0.663 0.62 ]]",0.0,0.9,1,0
1343,1344,2,"[0.105, 0.255]",1,1,1,0.255,"[[0.31  0.563]
 [0.026 0.337]
 [0.663 0.62 ]]",0.0,0.9,1,0
1344,1345,1,"[0.345, 0.495]",1,1,0,0.495,"[[0.31  0.563]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
1345,1346,2,"[0.195, 0.045]",1,1,1,0.195,"[[0.31  0.502]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
1346,1347,1,"[0.685, 0.535]",1,1,0,0.685,"[[0.31  0.502]
 [0.026 0.202]
 [0.663 0.62 ]]",0.0,0.9,1,0
1347,1348,2,"[0.235, 0.385]",1,1,1,0.385,"[[0.31  0.667]
 [0.026 0.202]
 [0.663 0.62 ]]",0.0,0.9,1,0
1348,1349,1,"[0.365, 0.515]",1,1,0,0.515,"[[0.31  0.667]
 [0.026 0.367]
 [0.663 0.62 ]]",0.0,0.9,1,0
1349,1350,2,"[0.065, 0.215]",1,1,1,0.215,"[[0.31  0.53 ]
 [0.026 0.367]
 [0.663 0.62 ]]",0.0,0.9,1,0
1350,1351,1,"[0.475, 0.625]",1,1,0,0.625,"[[0.31  0.53 ]
 [0.026 0.23 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1351,1352,2,"[0.175, 0.325]",1,1,1,0.325,"[[0.31  0.616]
 [0.026 0.23 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1352,1353,1,"[0.495, 0.645]",1,1,0,0.645,"[[0.31  0.616]
 [0.026 0.316]
 [0.663 0.62 ]]",0.0,0.9,1,0
1353,1354,2,"[0.345, 0.195]",1,1,1,0.345,"[[0.31  0.642]
 [0.026 0.316]
 [0.663 0.62 ]]",0.0,0.9,1,0
1354,1355,1,"[0.325, 0.475]",1,1,0,0.475,"[[0.31  0.642]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
1355,1356,2,"[0.025, 0.175]",1,1,1,0.175,"[[0.31  0.492]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
1356,1357,1,"[0.505, 0.355]",1,1,0,0.505,"[[0.31  0.492]
 [0.026 0.192]
 [0.663 0.62 ]]",0.0,0.9,1,0
