,T,NT,stimuli,greedy,action,action*,reward,q,epsilon,alpha,chose_big,fixed_action
1007,1008,2,"[0.34, 0.24]",1,1,1,0.34,"[[0.31  0.624]
 [0.026 0.183]
 [0.663 0.62 ]]",0.0,0.9,1,0
1008,1009,1,"[0.45, 0.55]",1,1,0,0.55,"[[0.31  0.624]
 [0.026 0.324]
 [0.663 0.62 ]]",0.0,0.9,1,0
1009,1010,2,"[0.15, 0.25]",1,1,1,0.25,"[[0.31  0.557]
 [0.026 0.324]
 [0.663 0.62 ]]",0.0,0.9,1,0
1010,1011,1,"[0.41, 0.51]",1,1,0,0.51,"[[0.31  0.557]
 [0.026 0.257]
 [0.663 0.62 ]]",0.0,0.9,1,0
1011,1012,2,"[0.11, 0.21]",1,1,1,0.21,"[[0.31  0.515]
 [0.026 0.257]
 [0.663 0.62 ]]",0.0,0.9,1,0
1012,1013,1,"[0.63, 0.53]",1,1,0,0.63,"[[0.31  0.515]
 [0.026 0.215]
 [0.663 0.62 ]]",0.0,0.9,1,0
1013,1014,2,"[0.23, 0.33]",1,1,1,0.33,"[[0.31  0.618]
 [0.026 0.215]
 [0.663 0.62 ]]",0.0,0.9,1,0
1014,1015,1,"[0.58, 0.48]",1,1,0,0.58,"[[0.31  0.618]
 [0.026 0.318]
 [0.663 0.62 ]]",0.0,0.9,1,0
1015,1016,2,"[0.18, 0.28]",1,1,1,0.28,"[[0.31  0.584]
 [0.026 0.318]
 [0.663 0.62 ]]",0.0,0.9,1,0
1016,1017,1,"[0.54, 0.64]",1,1,0,0.64,"[[0.31  0.584]
 [0.026 0.284]
 [0.663 0.62 ]]",0.0,0.9,1,0
1017,1018,2,"[0.34, 0.24]",1,1,1,0.34,"[[0.31  0.634]
 [0.026 0.284]
 [0.663 0.62 ]]",0.0,0.9,1,0
1018,1019,1,"[0.43, 0.33]",1,1,0,0.43,"[[0.31  0.634]
 [0.026 0.334]
 [0.663 0.62 ]]",0.0,0.9,1,0
1019,1020,2,"[0.13, 0.03]",1,1,1,0.13,"[[0.31  0.45 ]
 [0.026 0.334]
 [0.663 0.62 ]]",0.0,0.9,1,0
1020,1021,1,"[0.44, 0.54]",1,1,0,0.54,"[[0.31  0.45 ]
 [0.026 0.15 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1021,1022,2,"[0.14, 0.24]",1,1,1,0.24,"[[0.31  0.531]
 [0.026 0.15 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1022,1023,1,"[0.58, 0.48]",1,1,0,0.58,"[[0.31  0.531]
 [0.026 0.231]
 [0.663 0.62 ]]",0.0,0.9,1,0
1023,1024,2,"[0.28, 0.18]",1,1,1,0.28,"[[0.31  0.575]
 [0.026 0.231]
 [0.663 0.62 ]]",0.0,0.9,1,0
1024,1025,1,"[0.68, 0.58]",1,1,0,0.68,"[[0.31  0.575]
 [0.026 0.275]
 [0.663 0.62 ]]",0.0,0.9,1,0
1025,1026,2,"[0.38, 0.28]",1,1,1,0.38,"[[0.31  0.67 ]
 [0.026 0.275]
 [0.663 0.62 ]]",0.0,0.9,1,0
1026,1027,1,"[0.48, 0.58]",1,1,0,0.58,"[[0.31  0.67 ]
 [0.026 0.37 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1027,1028,2,"[0.28, 0.18]",1,1,1,0.28,"[[0.31  0.589]
 [0.026 0.37 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1028,1029,1,"[0.52, 0.42]",1,1,0,0.52,"[[0.31  0.589]
 [0.026 0.289]
 [0.663 0.62 ]]",0.0,0.9,1,0
1029,1030,2,"[0.12, 0.22]",1,1,1,0.22,"[[0.31  0.527]
 [0.026 0.289]
 [0.663 0.62 ]]",0.0,0.9,1,0
1030,1031,1,"[0.51, 0.41]",1,1,0,0.51,"[[0.31  0.527]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1031,1032,2,"[0.21, 0.11]",1,1,1,0.21,"[[0.31  0.512]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1032,1033,1,"[0.67, 0.57]",1,1,0,0.67,"[[0.31  0.512]
 [0.026 0.212]
 [0.663 0.62 ]]",0.0,0.9,1,0
1033,1034,2,"[0.27, 0.37]",1,1,1,0.37,"[[0.31  0.654]
 [0.026 0.212]
 [0.663 0.62 ]]",0.0,0.9,1,0
1034,1035,1,"[0.59, 0.49]",1,1,0,0.59,"[[0.31  0.654]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
1035,1036,2,"[0.29, 0.19]",1,1,1,0.29,"[[0.31  0.596]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
1036,1037,1,"[0.54, 0.44]",1,1,0,0.54,"[[0.31  0.596]
 [0.026 0.296]
 [0.663 0.62 ]]",0.0,0.9,1,0
1037,1038,2,"[0.24, 0.14]",1,1,1,0.24,"[[0.31  0.546]
 [0.026 0.296]
 [0.663 0.62 ]]",0.0,0.9,1,0
1038,1039,1,"[0.57, 0.67]",1,1,0,0.67,"[[0.31  0.546]
 [0.026 0.246]
 [0.663 0.62 ]]",0.0,0.9,1,0
1039,1040,2,"[0.37, 0.27]",1,1,1,0.37,"[[0.31  0.658]
 [0.026 0.246]
 [0.663 0.62 ]]",0.0,0.9,1,0
1040,1041,1,"[0.58, 0.68]",1,1,0,0.68,"[[0.31  0.658]
 [0.026 0.358]
 [0.663 0.62 ]]",0.0,0.9,1,0
1041,1042,2,"[0.38, 0.28]",1,1,1,0.38,"[[0.31  0.678]
 [0.026 0.358]
 [0.663 0.62 ]]",0.0,0.9,1,0
1042,1043,1,"[0.69, 0.59]",1,1,0,0.69,"[[0.31  0.678]
 [0.026 0.378]
 [0.663 0.62 ]]",0.0,0.9,1,0
1043,1044,2,"[0.39, 0.29]",1,1,1,0.39,"[[0.31  0.689]
 [0.026 0.378]
 [0.663 0.62 ]]",0.0,0.9,1,0
1044,1045,1,"[0.44, 0.54]",1,1,0,0.54,"[[0.31  0.689]
 [0.026 0.389]
 [0.663 0.62 ]]",0.0,0.9,1,0
1045,1046,2,"[0.14, 0.24]",1,1,1,0.24,"[[0.31  0.555]
 [0.026 0.389]
 [0.663 0.62 ]]",0.0,0.9,1,0
1046,1047,1,"[0.62, 0.52]",1,1,0,0.62,"[[0.31  0.555]
 [0.026 0.255]
 [0.663 0.62 ]]",0.0,0.9,1,0
1047,1048,2,"[0.22, 0.32]",1,1,1,0.32,"[[0.31  0.613]
 [0.026 0.255]
 [0.663 0.62 ]]",0.0,0.9,1,0
1048,1049,1,"[0.69, 0.59]",1,1,0,0.69,"[[0.31  0.613]
 [0.026 0.313]
 [0.663 0.62 ]]",0.0,0.9,1,0
1049,1050,2,"[0.39, 0.29]",1,1,1,0.39,"[[0.31  0.682]
 [0.026 0.313]
 [0.663 0.62 ]]",0.0,0.9,1,0
1050,1051,1,"[0.44, 0.34]",1,1,0,0.44,"[[0.31  0.682]
 [0.026 0.382]
 [0.663 0.62 ]]",0.0,0.9,1,0
1051,1052,2,"[0.04, 0.14]",1,1,1,0.14,"[[0.31  0.464]
 [0.026 0.382]
 [0.663 0.62 ]]",0.0,0.9,1,0
1052,1053,1,"[0.45, 0.55]",1,1,0,0.55,"[[0.31  0.464]
 [0.026 0.164]
 [0.663 0.62 ]]",0.0,0.9,1,0
1053,1054,2,"[0.25, 0.15]",1,1,1,0.25,"[[0.31  0.541]
 [0.026 0.164]
 [0.663 0.62 ]]",0.0,0.9,1,0
1054,1055,1,"[0.41, 0.51]",1,1,0,0.51,"[[0.31  0.541]
 [0.026 0.241]
 [0.663 0.62 ]]",0.0,0.9,1,0
1055,1056,2,"[0.21, 0.11]",1,1,1,0.21,"[[0.31  0.513]
 [0.026 0.241]
 [0.663 0.62 ]]",0.0,0.9,1,0
1056,1057,1,"[0.43, 0.53]",1,1,0,0.53,"[[0.31  0.513]
 [0.026 0.213]
 [0.663 0.62 ]]",0.0,0.9,1,0
1057,1058,2,"[0.23, 0.13]",1,1,1,0.23,"[[0.31  0.528]
 [0.026 0.213]
 [0.663 0.62 ]]",0.0,0.9,1,0
1058,1059,1,"[0.51, 0.61]",1,1,0,0.61,"[[0.31  0.528]
 [0.026 0.228]
 [0.663 0.62 ]]",0.0,0.9,1,0
1059,1060,2,"[0.31, 0.21]",1,1,1,0.31,"[[0.31  0.602]
 [0.026 0.228]
 [0.663 0.62 ]]",0.0,0.9,1,0
1060,1061,1,"[0.53, 0.63]",1,1,0,0.63,"[[0.31  0.602]
 [0.026 0.302]
 [0.663 0.62 ]]",0.0,0.9,1,0
1061,1062,2,"[0.23, 0.33]",1,1,1,0.33,"[[0.31  0.627]
 [0.026 0.302]
 [0.663 0.62 ]]",0.0,0.9,1,0
1062,1063,1,"[0.63, 0.53]",1,1,0,0.63,"[[0.31  0.627]
 [0.026 0.327]
 [0.663 0.62 ]]",0.0,0.9,1,0
1063,1064,2,"[0.33, 0.23]",1,1,1,0.33,"[[0.31  0.63 ]
 [0.026 0.327]
 [0.663 0.62 ]]",0.0,0.9,1,0
1064,1065,1,"[0.42, 0.52]",1,1,0,0.52,"[[0.31  0.63 ]
 [0.026 0.33 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1065,1066,2,"[0.12, 0.22]",1,1,1,0.22,"[[0.31  0.531]
 [0.026 0.33 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1066,1067,1,"[0.54, 0.44]",1,1,0,0.54,"[[0.31  0.531]
 [0.026 0.231]
 [0.663 0.62 ]]",0.0,0.9,1,0
1067,1068,2,"[0.24, 0.14]",1,1,1,0.24,"[[0.31  0.539]
 [0.026 0.231]
 [0.663 0.62 ]]",0.0,0.9,1,0
1068,1069,1,"[0.34, 0.44]",1,1,0,0.44,"[[0.31  0.539]
 [0.026 0.239]
 [0.663 0.62 ]]",0.0,0.9,1,0
1069,1070,2,"[0.14, 0.04]",1,1,1,0.14,"[[0.31  0.45 ]
 [0.026 0.239]
 [0.663 0.62 ]]",0.0,0.9,1,0
1070,1071,1,"[0.59, 0.69]",1,1,0,0.69,"[[0.31  0.45 ]
 [0.026 0.15 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1071,1072,2,"[0.29, 0.39]",1,1,1,0.39,"[[0.31  0.666]
 [0.026 0.15 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1072,1073,1,"[0.56, 0.66]",1,1,0,0.66,"[[0.31  0.666]
 [0.026 0.366]
 [0.663 0.62 ]]",0.0,0.9,1,0
1073,1074,2,"[0.36, 0.26]",1,1,1,0.36,"[[0.31  0.661]
 [0.026 0.366]
 [0.663 0.62 ]]",0.0,0.9,1,0
1074,1075,1,"[0.57, 0.67]",1,1,0,0.67,"[[0.31  0.661]
 [0.026 0.361]
 [0.663 0.62 ]]",0.0,0.9,1,0
1075,1076,2,"[0.27, 0.37]",1,1,1,0.37,"[[0.31  0.669]
 [0.026 0.361]
 [0.663 0.62 ]]",0.0,0.9,1,0
1076,1077,1,"[0.41, 0.51]",1,1,0,0.51,"[[0.31  0.669]
 [0.026 0.369]
 [0.663 0.62 ]]",0.0,0.9,1,0
1077,1078,2,"[0.21, 0.11]",1,1,1,0.21,"[[0.31  0.526]
 [0.026 0.369]
 [0.663 0.62 ]]",0.0,0.9,1,0
1078,1079,1,"[0.49, 0.59]",1,1,0,0.59,"[[0.31  0.526]
 [0.026 0.226]
 [0.663 0.62 ]]",0.0,0.9,1,0
1079,1080,2,"[0.19, 0.29]",1,1,1,0.29,"[[0.31  0.584]
 [0.026 0.226]
 [0.663 0.62 ]]",0.0,0.9,1,0
1080,1081,1,"[0.64, 0.54]",1,1,0,0.64,"[[0.31  0.584]
 [0.026 0.284]
 [0.663 0.62 ]]",0.0,0.9,1,0
1081,1082,2,"[0.34, 0.24]",1,1,1,0.34,"[[0.31  0.634]
 [0.026 0.284]
 [0.663 0.62 ]]",0.0,0.9,1,0
1082,1083,1,"[0.5, 0.6]",1,1,0,0.6,"[[0.31  0.634]
 [0.026 0.334]
 [0.663 0.62 ]]",0.0,0.9,1,0
1083,1084,2,"[0.2, 0.3]",1,1,1,0.3,"[[0.31  0.603]
 [0.026 0.334]
 [0.663 0.62 ]]",0.0,0.9,1,0
1084,1085,1,"[0.39, 0.49]",1,1,0,0.49,"[[0.31  0.603]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
1085,1086,2,"[0.09, 0.19]",1,1,1,0.19,"[[0.31  0.501]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
1086,1087,1,"[0.43, 0.53]",1,1,0,0.53,"[[0.31  0.501]
 [0.026 0.201]
 [0.663 0.62 ]]",0.0,0.9,1,0
1087,1088,2,"[0.13, 0.23]",1,1,1,0.23,"[[0.31  0.527]
 [0.026 0.201]
 [0.663 0.62 ]]",0.0,0.9,1,0
1088,1089,1,"[0.52, 0.42]",1,1,0,0.52,"[[0.31  0.527]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1089,1090,2,"[0.12, 0.22]",1,1,1,0.22,"[[0.31  0.521]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1090,1091,1,"[0.34, 0.44]",1,1,0,0.44,"[[0.31  0.521]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
1091,1092,2,"[0.04, 0.14]",1,1,1,0.14,"[[0.31  0.448]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
1092,1093,1,"[0.58, 0.48]",1,1,0,0.58,"[[0.31  0.448]
 [0.026 0.148]
 [0.663 0.62 ]]",0.0,0.9,1,0
1093,1094,2,"[0.18, 0.28]",1,1,1,0.28,"[[0.31  0.567]
 [0.026 0.148]
 [0.663 0.62 ]]",0.0,0.9,1,0
1094,1095,1,"[0.31, 0.41]",1,1,0,0.41,"[[0.31  0.567]
 [0.026 0.267]
 [0.663 0.62 ]]",0.0,0.9,1,0
1095,1096,2,"[0.11, 0.01]",1,1,1,0.11,"[[0.31  0.426]
 [0.026 0.267]
 [0.663 0.62 ]]",0.0,0.9,1,0
1096,1097,1,"[0.38, 0.48]",1,1,0,0.48,"[[0.31  0.426]
 [0.026 0.126]
 [0.663 0.62 ]]",0.0,0.9,1,0
1097,1098,2,"[0.08, 0.18]",1,1,1,0.18,"[[0.31  0.475]
 [0.026 0.126]
 [0.663 0.62 ]]",0.0,0.9,1,0
1098,1099,1,"[0.51, 0.41]",1,1,0,0.51,"[[0.31  0.475]
 [0.026 0.175]
 [0.663 0.62 ]]",0.0,0.9,1,0
1099,1100,2,"[0.21, 0.11]",1,1,1,0.21,"[[0.31  0.506]
 [0.026 0.175]
 [0.663 0.62 ]]",0.0,0.9,1,0
1100,1101,1,"[0.6, 0.5]",1,1,0,0.6,"[[0.31  0.506]
 [0.026 0.206]
 [0.663 0.62 ]]",0.0,0.9,1,0
1101,1102,2,"[0.2, 0.3]",1,1,1,0.3,"[[0.31  0.591]
 [0.026 0.206]
 [0.663 0.62 ]]",0.0,0.9,1,0
1102,1103,1,"[0.37, 0.47]",1,1,0,0.47,"[[0.31  0.591]
 [0.026 0.291]
 [0.663 0.62 ]]",0.0,0.9,1,0
1103,1104,2,"[0.07, 0.17]",1,1,1,0.17,"[[0.31  0.482]
 [0.026 0.291]
 [0.663 0.62 ]]",0.0,0.9,1,0
1104,1105,1,"[0.51, 0.61]",1,1,0,0.61,"[[0.31  0.482]
 [0.026 0.182]
 [0.663 0.62 ]]",0.0,0.9,1,0
1105,1106,2,"[0.31, 0.21]",1,1,1,0.31,"[[0.31  0.597]
 [0.026 0.182]
 [0.663 0.62 ]]",0.0,0.9,1,0
1106,1107,1,"[0.49, 0.59]",1,1,0,0.59,"[[0.31  0.597]
 [0.026 0.297]
 [0.663 0.62 ]]",0.0,0.9,1,0
1107,1108,2,"[0.19, 0.29]",1,1,1,0.29,"[[0.31  0.591]
 [0.026 0.297]
 [0.663 0.62 ]]",0.0,0.9,1,0
1108,1109,1,"[0.49, 0.39]",1,1,0,0.49,"[[0.31  0.591]
 [0.026 0.291]
 [0.663 0.62 ]]",0.0,0.9,1,0
1109,1110,2,"[0.19, 0.09]",1,1,1,0.19,"[[0.31  0.5  ]
 [0.026 0.291]
 [0.663 0.62 ]]",0.0,0.9,1,0
1110,1111,1,"[0.6, 0.5]",1,1,0,0.6,"[[0.31  0.5  ]
 [0.026 0.2  ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1111,1112,2,"[0.2, 0.3]",1,1,1,0.3,"[[0.31  0.59 ]
 [0.026 0.2  ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1112,1113,1,"[0.43, 0.53]",1,1,0,0.53,"[[0.31  0.59 ]
 [0.026 0.29 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1113,1114,2,"[0.13, 0.23]",1,1,1,0.23,"[[0.31  0.536]
 [0.026 0.29 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1114,1115,1,"[0.55, 0.65]",1,1,0,0.65,"[[0.31  0.536]
 [0.026 0.236]
 [0.663 0.62 ]]",0.0,0.9,1,0
1115,1116,2,"[0.25, 0.35]",1,1,1,0.35,"[[0.31  0.639]
 [0.026 0.236]
 [0.663 0.62 ]]",0.0,0.9,1,0
1116,1117,1,"[0.4, 0.5]",1,1,0,0.5,"[[0.31  0.639]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
1117,1118,2,"[0.1, 0.2]",1,1,1,0.2,"[[0.31  0.514]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
1118,1119,1,"[0.38, 0.48]",1,1,0,0.48,"[[0.31  0.514]
 [0.026 0.214]
 [0.663 0.62 ]]",0.0,0.9,1,0
1119,1120,2,"[0.08, 0.18]",1,1,1,0.18,"[[0.31  0.483]
 [0.026 0.214]
 [0.663 0.62 ]]",0.0,0.9,1,0
1120,1121,1,"[0.58, 0.68]",1,1,0,0.68,"[[0.31  0.483]
 [0.026 0.183]
 [0.663 0.62 ]]",0.0,0.9,1,0
1121,1122,2,"[0.38, 0.28]",1,1,1,0.38,"[[0.31  0.66 ]
 [0.026 0.183]
 [0.663 0.62 ]]",0.0,0.9,1,0
1122,1123,1,"[0.37, 0.47]",1,1,0,0.47,"[[0.31  0.66 ]
 [0.026 0.36 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1123,1124,2,"[0.07, 0.17]",1,1,1,0.17,"[[0.31  0.489]
 [0.026 0.36 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1124,1125,1,"[0.51, 0.61]",1,1,0,0.61,"[[0.31  0.489]
 [0.026 0.189]
 [0.663 0.62 ]]",0.0,0.9,1,0
1125,1126,2,"[0.21, 0.31]",1,1,1,0.31,"[[0.31  0.598]
 [0.026 0.189]
 [0.663 0.62 ]]",0.0,0.9,1,0
1126,1127,1,"[0.59, 0.69]",1,1,0,0.69,"[[0.31  0.598]
 [0.026 0.298]
 [0.663 0.62 ]]",0.0,0.9,1,0
1127,1128,2,"[0.39, 0.29]",1,1,1,0.39,"[[0.31  0.681]
 [0.026 0.298]
 [0.663 0.62 ]]",0.0,0.9,1,0
1128,1129,1,"[0.69, 0.59]",1,1,0,0.69,"[[0.31  0.681]
 [0.026 0.381]
 [0.663 0.62 ]]",0.0,0.9,1,0
1129,1130,2,"[0.39, 0.29]",1,1,1,0.39,"[[0.31  0.689]
 [0.026 0.381]
 [0.663 0.62 ]]",0.0,0.9,1,0
1130,1131,1,"[0.58, 0.68]",1,1,0,0.68,"[[0.31  0.689]
 [0.026 0.389]
 [0.663 0.62 ]]",0.0,0.9,1,0
1131,1132,2,"[0.38, 0.28]",1,1,1,0.38,"[[0.31  0.681]
 [0.026 0.389]
 [0.663 0.62 ]]",0.0,0.9,1,0
1132,1133,1,"[0.37, 0.47]",1,1,0,0.47,"[[0.31  0.681]
 [0.026 0.381]
 [0.663 0.62 ]]",0.0,0.9,1,0
1133,1134,2,"[0.07, 0.17]",1,1,1,0.17,"[[0.31  0.491]
 [0.026 0.381]
 [0.663 0.62 ]]",0.0,0.9,1,0
1134,1135,1,"[0.44, 0.34]",1,1,0,0.44,"[[0.31  0.491]
 [0.026 0.191]
 [0.663 0.62 ]]",0.0,0.9,1,0
1135,1136,2,"[0.04, 0.14]",1,1,1,0.14,"[[0.31  0.445]
 [0.026 0.191]
 [0.663 0.62 ]]",0.0,0.9,1,0
1136,1137,1,"[0.5, 0.6]",1,1,0,0.6,"[[0.31  0.445]
 [0.026 0.145]
 [0.663 0.62 ]]",0.0,0.9,1,0
1137,1138,2,"[0.3, 0.2]",1,1,1,0.3,"[[0.31  0.585]
 [0.026 0.145]
 [0.663 0.62 ]]",0.0,0.9,1,0
1138,1139,1,"[0.58, 0.48]",1,1,0,0.58,"[[0.31  0.585]
 [0.026 0.285]
 [0.663 0.62 ]]",0.0,0.9,1,0
1139,1140,2,"[0.18, 0.28]",1,1,1,0.28,"[[0.31  0.58 ]
 [0.026 0.285]
 [0.663 0.62 ]]",0.0,0.9,1,0
1140,1141,1,"[0.68, 0.58]",1,1,0,0.68,"[[0.31  0.58 ]
 [0.026 0.28 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1141,1142,2,"[0.28, 0.38]",1,1,1,0.38,"[[0.31  0.67 ]
 [0.026 0.28 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1142,1143,1,"[0.65, 0.55]",1,1,0,0.65,"[[0.31  0.67 ]
 [0.026 0.37 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1143,1144,2,"[0.25, 0.35]",1,1,1,0.35,"[[0.31  0.652]
 [0.026 0.37 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1144,1145,1,"[0.52, 0.62]",1,1,0,0.62,"[[0.31  0.652]
 [0.026 0.352]
 [0.663 0.62 ]]",0.0,0.9,1,0
1145,1146,2,"[0.32, 0.22]",1,1,1,0.32,"[[0.31  0.623]
 [0.026 0.352]
 [0.663 0.62 ]]",0.0,0.9,1,0
1146,1147,1,"[0.46, 0.56]",1,1,0,0.56,"[[0.31  0.623]
 [0.026 0.323]
 [0.663 0.62 ]]",0.0,0.9,1,0
1147,1148,2,"[0.26, 0.16]",1,1,1,0.26,"[[0.31  0.566]
 [0.026 0.323]
 [0.663 0.62 ]]",0.0,0.9,1,0
1148,1149,1,"[0.43, 0.33]",1,1,0,0.43,"[[0.31  0.566]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1149,1150,2,"[0.13, 0.03]",1,1,1,0.13,"[[0.31  0.444]
 [0.026 0.266]
 [0.663 0.62 ]]",0.0,0.9,1,0
1150,1151,1,"[0.64, 0.54]",1,1,0,0.64,"[[0.31  0.444]
 [0.026 0.144]
 [0.663 0.62 ]]",0.0,0.9,1,0
1151,1152,2,"[0.24, 0.34]",1,1,1,0.34,"[[0.31  0.62 ]
 [0.026 0.144]
 [0.663 0.62 ]]",0.0,0.9,1,0
1152,1153,1,"[0.39, 0.49]",1,1,0,0.49,"[[0.31  0.62 ]
 [0.026 0.32 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1153,1154,2,"[0.09, 0.19]",1,1,1,0.19,"[[0.31  0.503]
 [0.026 0.32 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1154,1155,1,"[0.57, 0.67]",1,1,0,0.67,"[[0.31  0.503]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
1155,1156,2,"[0.37, 0.27]",1,1,1,0.37,"[[0.31  0.653]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
1156,1157,1,"[0.57, 0.47]",1,1,0,0.57,"[[0.31  0.653]
 [0.026 0.353]
 [0.663 0.62 ]]",0.0,0.9,1,0
1157,1158,2,"[0.27, 0.17]",1,1,1,0.27,"[[0.31  0.578]
 [0.026 0.353]
 [0.663 0.62 ]]",0.0,0.9,1,0
1158,1159,1,"[0.62, 0.52]",1,1,0,0.62,"[[0.31  0.578]
 [0.026 0.278]
 [0.663 0.62 ]]",0.0,0.9,1,0
1159,1160,2,"[0.22, 0.32]",1,1,1,0.32,"[[0.31  0.616]
 [0.026 0.278]
 [0.663 0.62 ]]",0.0,0.9,1,0
1160,1161,1,"[0.59, 0.69]",1,1,0,0.69,"[[0.31  0.616]
 [0.026 0.316]
 [0.663 0.62 ]]",0.0,0.9,1,0
1161,1162,2,"[0.29, 0.39]",1,1,1,0.39,"[[0.31  0.683]
 [0.026 0.316]
 [0.663 0.62 ]]",0.0,0.9,1,0
1162,1163,1,"[0.41, 0.51]",1,1,0,0.51,"[[0.31  0.683]
 [0.026 0.383]
 [0.663 0.62 ]]",0.0,0.9,1,0
1163,1164,2,"[0.21, 0.11]",1,1,1,0.21,"[[0.31  0.527]
 [0.026 0.383]
 [0.663 0.62 ]]",0.0,0.9,1,0
1164,1165,1,"[0.54, 0.44]",1,1,0,0.54,"[[0.31  0.527]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1165,1166,2,"[0.24, 0.14]",1,1,1,0.24,"[[0.31  0.539]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1166,1167,1,"[0.31, 0.41]",1,1,0,0.41,"[[0.31  0.539]
 [0.026 0.239]
 [0.663 0.62 ]]",0.0,0.9,1,0
1167,1168,2,"[0.11, 0.01]",1,1,1,0.11,"[[0.31  0.423]
 [0.026 0.239]
 [0.663 0.62 ]]",0.0,0.9,1,0
1168,1169,1,"[0.68, 0.58]",1,1,0,0.68,"[[0.31  0.423]
 [0.026 0.123]
 [0.663 0.62 ]]",0.0,0.9,1,0
1169,1170,2,"[0.38, 0.28]",1,1,1,0.38,"[[0.31  0.654]
 [0.026 0.123]
 [0.663 0.62 ]]",0.0,0.9,1,0
1170,1171,1,"[0.5, 0.6]",1,1,0,0.6,"[[0.31  0.654]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
1171,1172,2,"[0.2, 0.3]",1,1,1,0.3,"[[0.31  0.605]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
1172,1173,1,"[0.45, 0.35]",1,1,0,0.45,"[[0.31  0.605]
 [0.026 0.305]
 [0.663 0.62 ]]",0.0,0.9,1,0
1173,1174,2,"[0.05, 0.15]",1,1,1,0.15,"[[0.31  0.466]
 [0.026 0.305]
 [0.663 0.62 ]]",0.0,0.9,1,0
1174,1175,1,"[0.43, 0.53]",1,1,0,0.53,"[[0.31  0.466]
 [0.026 0.166]
 [0.663 0.62 ]]",0.0,0.9,1,0
1175,1176,2,"[0.13, 0.23]",1,1,1,0.23,"[[0.31  0.524]
 [0.026 0.166]
 [0.663 0.62 ]]",0.0,0.9,1,0
1176,1177,1,"[0.58, 0.48]",1,1,0,0.58,"[[0.31  0.524]
 [0.026 0.224]
 [0.663 0.62 ]]",0.0,0.9,1,0
1177,1178,2,"[0.28, 0.18]",1,1,1,0.28,"[[0.31  0.574]
 [0.026 0.224]
 [0.663 0.62 ]]",0.0,0.9,1,0
1178,1179,1,"[0.47, 0.57]",1,1,0,0.57,"[[0.31  0.574]
 [0.026 0.274]
 [0.663 0.62 ]]",0.0,0.9,1,0
1179,1180,2,"[0.27, 0.17]",1,1,1,0.27,"[[0.31  0.57 ]
 [0.026 0.274]
 [0.663 0.62 ]]",0.0,0.9,1,0
1180,1181,1,"[0.53, 0.43]",1,1,0,0.53,"[[0.31  0.57 ]
 [0.026 0.27 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1181,1182,2,"[0.13, 0.23]",1,1,1,0.23,"[[0.31  0.534]
 [0.026 0.27 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
